Student_ID,Sinhala_Tamil,Sinhala_Tamil_Grade,Maths,Maths_Grade,Science,Science_Grade,Buddhism,Buddhism_Grade,English,English_Grade,History,History_Grade,Basket1_Subject,Basket1_Marks,Basket1_Grade,Basket2_Subject,Basket2_Marks,Basket2_Grade,Basket3_Subject,Basket3_Marks,Basket3_Grade,Total_Marks,Average_Marks,Overall_Grade
STU1503,62,B,73,B,37,C,11,F,92,A,92,A,Agriculture,44,C,Sinhala_Lit,43,C,ICT,30,F,484,53.78,C
STU1504,62,B,16,F,59,B,72,B,85,A,89,A,Commerce,82,A,English_Lit,53,C,Media,97,A,615,68.33,B
STU1505,82,A,91,A,61,B,69,B,31,F,64,B,Agriculture,64,B,Drama,62,B,ICT,38,C,562,62.44,B
STU1506,13,F,52,C,51,C,70,B,93,A,83,A,Commerce,47,C,Drama,42,C,Media,68,B,519,57.67,B
STU1507,64,B,63,B,96,A,80,A,87,A,87,A,Commerce,86,A,Music,93,A,Home_Science,49,C,705,78.33,A
STU1508,37,C,7,F,82,A,50,C,61,B,83,A,Commerce,1,F,Art,74,B,Home_Science,34,F,429,47.67,C
STU1509,62,B,57,B,53,C,35,C,78,A,91,A,Commerce,63,B,Music,7,F,Health,98,A,544,60.44,B
STU1510,36,C,28,F,41,C,38,C,94,A,13,F,Agriculture,96,A,Sinhala_Lit,44,C,Media,57,B,447,49.67,C
STU1511,56,B,74,B,52,C,72,B,46,C,59,B,Commerce,56,B,English_Lit,54,C,Health,98,A,567,63,B
STU1512,38,C,96,A,59,B,92,A,73,B,58,B,Agriculture,78,A,English_Lit,49,C,Media,49,C,592,65.78,B
STU1513,47,C,68,B,84,A,52,C,2,F,31,F,Commerce,37,C,English_Lit,77,A,Health,100,A,498,55.33,B
STU1514,26,F,56,B,71,B,21,F,86,A,56,B,Agriculture,69,B,English_Lit,54,C,Home_Science,69,B,508,56.44,B
STU1515,35,C,97,A,80,A,80,A,63,B,88,A,Commerce,91,A,Dance,86,A,ICT,60,B,680,75.56,A
STU1516,32,F,93,A,84,A,37,C,78,A,5,F,Agriculture,23,F,English_Lit,26,F,Health,87,A,465,51.67,C
STU1517,72,B,31,F,35,C,72,B,75,A,65,B,Commerce,93,A,Dance,62,B,Media,44,C,549,61,B
STU1518,47,C,23,F,85,A,68,B,62,B,63,B,Agriculture,77,A,Art,42,C,Home_Science,60,B,527,58.56,B
STU1519,68,B,63,B,74,B,87,A,62,B,99,A,Agriculture,73,B,English_Lit,54,C,Home_Science,64,B,644,71.56,B
STU1520,33,F,44,C,42,C,50,C,68,B,87,A,Commerce,71,B,Sinhala_Lit,81,A,ICT,53,C,529,58.78,B
STU1521,50,C,52,C,68,B,38,C,62,B,65,B,Commerce,22,F,Dance,63,B,Home_Science,50,C,470,52.22,C
STU1522,67,B,60,B,55,B,49,C,46,C,69,B,Commerce,52,C,Sinhala_Lit,71,B,Media,45,C,514,57.11,B
STU1523,68,B,81,A,68,B,5,F,53,C,89,A,Commerce,81,A,Drama,55,B,Home_Science,88,A,588,65.33,B
STU1524,66,B,62,B,42,C,73,B,99,A,57,B,Commerce,19,F,Dance,54,C,Media,38,C,510,56.67,B
STU1525,5,F,71,B,56,B,15,F,67,B,44,C,Agriculture,96,A,Art,70,B,Home_Science,63,B,487,54.11,C
STU1526,44,C,58,B,63,B,41,C,13,F,6,F,Commerce,65,B,English_Lit,49,C,Home_Science,95,A,434,48.22,C
STU1527,92,A,66,B,20,F,24,F,93,A,72,B,Commerce,78,A,Dance,69,B,ICT,95,A,609,67.67,B
STU1528,43,C,53,C,52,C,31,F,66,B,88,A,Commerce,60,B,Art,92,A,Health,99,A,584,64.89,B
STU1529,42,C,65,B,67,B,70,B,81,A,60,B,Agriculture,73,B,Art,53,C,ICT,49,C,560,62.22,B
STU1530,53,C,77,A,78,A,57,B,62,B,27,F,Agriculture,71,B,Music,95,A,ICT,35,C,555,61.67,B
STU1531,81,A,53,C,96,A,44,C,52,C,74,B,Agriculture,59,B,English_Lit,62,B,Media,64,B,585,65,B
STU1532,4,F,51,C,41,C,62,B,73,B,78,A,Agriculture,96,A,Sinhala_Lit,62,B,Health,66,B,533,59.22,B
STU1533,71,B,60,B,54,C,31,F,79,A,100,A,Agriculture,70,B,Drama,2,F,Home_Science,67,B,534,59.33,B
STU1534,72,B,82,A,67,B,57,B,54,C,11,F,Commerce,93,A,Drama,50,C,Health,94,A,580,64.44,B
STU1535,35,C,52,C,46,C,71,B,37,C,66,B,Agriculture,68,B,Music,78,A,ICT,99,A,552,61.33,B
STU1536,20,F,80,A,62,B,49,C,45,C,87,A,Commerce,48,C,Sinhala_Lit,40,C,Health,66,B,497,55.22,B
STU1537,51,C,55,B,89,A,45,C,79,A,96,A,Agriculture,61,B,Drama,66,B,Media,67,B,609,67.67,B
STU1538,53,C,55,B,70,B,90,A,77,A,61,B,Commerce,68,B,Art,57,B,Health,79,A,610,67.78,B
STU1539,77,A,79,A,92,A,70,B,38,C,100,A,Agriculture,62,B,Dance,63,B,ICT,75,A,656,72.89,B
STU1540,56,B,51,C,85,A,42,C,72,B,66,B,Commerce,53,C,Art,74,B,Home_Science,76,A,575,63.89,B
STU1541,73,B,62,B,39,C,69,B,68,B,55,B,Commerce,79,A,English_Lit,43,C,Health,96,A,584,64.89,B
STU1542,53,C,42,C,75,A,81,A,63,B,29,F,Agriculture,74,B,Art,28,F,ICT,68,B,513,57,B
STU1543,61,B,47,C,68,B,82,A,91,A,65,B,Commerce,53,C,Dance,54,C,Health,97,A,618,68.67,B
STU1544,91,A,68,B,93,A,63,B,19,F,26,F,Agriculture,28,F,Art,80,A,ICT,45,C,513,57,B
STU1545,41,C,63,B,99,A,88,A,4,F,64,B,Commerce,63,B,Sinhala_Lit,71,B,Health,18,F,511,56.78,B
STU1546,93,A,9,F,72,B,67,B,84,A,69,B,Agriculture,47,C,Dance,79,A,Home_Science,96,A,616,68.44,B
STU1547,83,A,68,B,52,C,79,A,0,F,30,F,Commerce,82,A,Drama,48,C,Home_Science,75,A,517,57.44,B
STU1548,83,A,73,B,91,A,42,C,38,C,70,B,Commerce,50,C,Art,79,A,Media,42,C,568,63.11,B
STU1549,74,B,92,A,97,A,25,F,96,A,76,A,Commerce,46,C,Music,94,A,Health,69,B,669,74.33,B
STU1550,65,B,61,B,60,B,66,B,8,F,6,F,Agriculture,75,A,Music,81,A,Home_Science,75,A,497,55.22,B
STU1551,73,B,70,B,96,A,99,A,76,A,71,B,Commerce,78,A,Sinhala_Lit,90,A,Health,95,A,748,83.11,A
STU1552,56,B,74,B,52,C,22,F,65,B,47,C,Commerce,55,B,Sinhala_Lit,54,C,ICT,54,C,479,53.22,C
STU1553,40,C,43,C,57,B,58,B,19,F,90,A,Commerce,25,F,Sinhala_Lit,39,C,ICT,45,C,416,46.22,C
STU1554,42,C,42,C,53,C,38,C,47,C,32,F,Agriculture,88,A,Art,70,B,Media,64,B,476,52.89,C
STU1555,41,C,72,B,62,B,80,A,76,A,67,B,Commerce,81,A,Drama,55,B,Health,15,F,549,61,B
STU1556,76,A,64,B,95,A,78,A,64,B,86,A,Commerce,72,B,Dance,86,A,Home_Science,20,F,641,71.22,B
STU1557,87,A,60,B,70,B,50,C,20,F,57,B,Agriculture,96,A,Dance,47,C,Health,92,A,579,64.33,B
STU1558,73,B,39,C,92,A,51,C,83,A,94,A,Commerce,63,B,Art,78,A,Health,5,F,578,64.22,B
STU1559,55,B,39,C,36,C,61,B,49,C,42,C,Agriculture,40,C,Music,47,C,Health,79,A,448,49.78,C
STU1560,64,B,50,C,49,C,62,B,95,A,49,C,Commerce,95,A,Dance,42,C,Home_Science,92,A,598,66.44,B
STU1561,56,B,56,B,36,C,60,B,73,B,68,B,Agriculture,74,B,Music,18,F,Media,90,A,531,59,B
STU1562,100,A,13,F,22,F,73,B,65,B,51,C,Commerce,97,A,Drama,55,B,ICT,62,B,538,59.78,B
STU1563,58,B,58,B,91,A,58,B,24,F,90,A,Agriculture,19,F,Sinhala_Lit,76,A,Health,83,A,557,61.89,B
STU1564,38,C,59,B,42,C,69,B,47,C,45,C,Commerce,97,A,Dance,28,F,Home_Science,14,F,439,48.78,C
STU1565,62,B,86,A,96,A,3,F,70,B,50,C,Commerce,97,A,English_Lit,67,B,Home_Science,57,B,588,65.33,B
STU1566,71,B,72,B,42,C,51,C,69,B,95,A,Commerce,71,B,Dance,84,A,Home_Science,8,F,563,62.56,B
STU1567,97,A,92,A,55,B,71,B,81,A,84,A,Agriculture,72,B,Art,40,C,Media,37,C,629,69.89,B
STU1568,44,C,38,C,35,C,51,C,91,A,83,A,Agriculture,35,C,English_Lit,64,B,Health,88,A,529,58.78,B
STU1569,40,C,57,B,64,B,3,F,85,A,96,A,Agriculture,86,A,Music,34,F,Home_Science,92,A,557,61.89,B
STU1570,51,C,72,B,57,B,60,B,64,B,40,C,Agriculture,30,F,Art,83,A,Media,52,C,509,56.56,B
STU1571,99,A,95,A,65,B,87,A,75,A,7,F,Commerce,49,C,Dance,55,B,ICT,89,A,621,69,B
STU1572,53,C,69,B,49,C,73,B,99,A,47,C,Commerce,79,A,English_Lit,60,B,Home_Science,99,A,628,69.78,B
STU1573,51,C,49,C,69,B,66,B,57,B,64,B,Commerce,4,F,English_Lit,24,F,Health,91,A,475,52.78,C
STU1574,70,B,39,C,35,C,42,C,89,A,5,F,Agriculture,73,B,Music,41,C,ICT,71,B,465,51.67,C
STU1575,82,A,74,B,60,B,35,C,87,A,60,B,Commerce,30,F,Music,80,A,Media,81,A,589,65.44,B
STU1576,93,A,76,A,54,C,44,C,43,C,68,B,Agriculture,65,B,English_Lit,49,C,Health,53,C,545,60.56,B
STU1577,87,A,64,B,100,A,72,B,69,B,60,B,Commerce,69,B,Music,40,C,Health,43,C,604,67.11,B
STU1578,68,B,52,C,49,C,82,A,41,C,55,B,Commerce,89,A,Art,19,F,Health,90,A,545,60.56,B
STU1579,36,C,70,B,88,A,30,F,90,A,41,C,Agriculture,58,B,English_Lit,50,C,ICT,93,A,556,61.78,B
STU1580,37,C,35,C,96,A,99,A,42,C,31,F,Commerce,74,B,Sinhala_Lit,57,B,Media,62,B,533,59.22,B
STU1581,59,B,62,B,60,B,50,C,51,C,78,A,Agriculture,52,C,English_Lit,23,F,Health,52,C,487,54.11,C
STU1582,87,A,83,A,60,B,55,B,51,C,84,A,Commerce,100,A,Art,85,A,Media,60,B,665,73.89,B
STU1583,63,B,69,B,37,C,39,C,11,F,46,C,Agriculture,57,B,Art,54,C,ICT,92,A,468,52,C
STU1584,9,F,87,A,0,F,54,C,48,C,67,B,Agriculture,23,F,Music,95,A,Media,47,C,430,47.78,C
STU1585,36,C,43,C,36,C,76,A,56,B,74,B,Commerce,74,B,Art,69,B,Home_Science,61,B,525,58.33,B
STU1586,88,A,78,A,42,C,59,B,1,F,72,B,Agriculture,77,A,Sinhala_Lit,40,C,Home_Science,42,C,499,55.44,B
STU1587,65,B,35,C,87,A,77,A,20,F,35,C,Agriculture,88,A,Drama,18,F,Media,77,A,502,55.78,B
STU1588,56,B,28,F,74,B,67,B,74,B,52,C,Commerce,92,A,Dance,56,B,Home_Science,4,F,503,55.89,B
STU1589,68,B,46,C,36,C,95,A,78,A,50,C,Agriculture,76,A,Sinhala_Lit,54,C,Health,31,F,534,59.33,B
STU1590,53,C,5,F,65,B,52,C,89,A,58,B,Commerce,81,A,Dance,74,B,Media,63,B,540,60,B
STU1591,38,C,1,F,75,A,47,C,39,C,93,A,Agriculture,74,B,English_Lit,86,A,Health,40,C,493,54.78,C
STU1592,84,A,58,B,94,A,68,B,53,C,89,A,Agriculture,59,B,Dance,72,B,Media,44,C,621,69,B
STU1593,38,C,57,B,64,B,100,A,40,C,94,A,Commerce,57,B,Dance,25,F,Media,92,A,567,63,B
STU1594,87,A,37,C,36,C,18,F,75,A,46,C,Commerce,70,B,Art,51,C,Health,64,B,484,53.78,C
STU1595,42,C,59,B,68,B,49,C,58,B,64,B,Agriculture,48,C,English_Lit,88,A,ICT,62,B,538,59.78,B
STU1596,40,C,69,B,80,A,80,A,64,B,74,B,Commerce,96,A,Drama,99,A,Media,66,B,668,74.22,B
STU1597,64,B,7,F,62,B,92,A,92,A,82,A,Commerce,69,B,Music,94,A,Home_Science,56,B,618,68.67,B
STU1598,43,C,58,B,57,B,10,F,58,B,61,B,Agriculture,56,B,Music,65,B,Health,61,B,469,52.11,C
STU1599,89,A,63,B,62,B,100,A,8,F,87,A,Agriculture,66,B,English_Lit,59,B,ICT,54,C,588,65.33,B
STU1600,47,C,98,A,83,A,54,C,58,B,67,B,Agriculture,89,A,Art,72,B,ICT,66,B,634,70.44,B
STU1601,99,A,54,C,58,B,2,F,28,F,71,B,Commerce,89,A,English_Lit,61,B,ICT,81,A,543,60.33,B
STU1602,11,F,71,B,64,B,78,A,81,A,77,A,Commerce,72,B,English_Lit,51,C,Home_Science,67,B,572,63.56,B
STU1603,67,B,23,F,70,B,87,A,82,A,35,C,Agriculture,61,B,Art,81,A,ICT,95,A,601,66.78,B
STU1604,58,B,65,B,29,F,63,B,51,C,57,B,Agriculture,96,A,Dance,70,B,Health,23,F,512,56.89,B
STU1605,72,B,2,F,52,C,58,B,19,F,90,A,Commerce,57,B,Music,76,A,Media,69,B,495,55,B
STU1606,73,B,35,C,97,A,60,B,89,A,47,C,Agriculture,81,A,Drama,91,A,Home_Science,70,B,643,71.44,B
STU1607,100,A,47,C,23,F,43,C,43,C,81,A,Agriculture,57,B,Drama,55,B,ICT,79,A,528,58.67,B
STU1608,38,C,18,F,78,A,83,A,70,B,52,C,Agriculture,13,F,Art,65,B,ICT,74,B,491,54.56,C
STU1609,82,A,20,F,42,C,64,B,67,B,52,C,Commerce,81,A,Music,64,B,Media,80,A,552,61.33,B
STU1610,70,B,60,B,73,B,59,B,18,F,47,C,Commerce,32,F,Drama,11,F,Media,62,B,432,48,C
STU1611,95,A,45,C,49,C,79,A,80,A,47,C,Commerce,64,B,Sinhala_Lit,44,C,Health,0,F,503,55.89,B
STU1612,35,C,50,C,59,B,77,A,54,C,38,C,Commerce,38,C,Drama,100,A,Media,67,B,518,57.56,B
STU1613,52,C,0,F,77,A,42,C,86,A,62,B,Agriculture,70,B,Dance,93,A,Media,59,B,541,60.11,B
STU1614,57,B,62,B,65,B,87,A,74,B,59,B,Agriculture,90,A,Music,43,C,Health,99,A,636,70.67,B
STU1615,80,A,55,B,77,A,88,A,37,C,81,A,Commerce,50,C,Dance,96,A,ICT,51,C,615,68.33,B
STU1616,61,B,64,B,96,A,69,B,75,A,23,F,Commerce,66,B,Dance,83,A,Home_Science,57,B,594,66,B
STU1617,64,B,5,F,22,F,89,A,97,A,49,C,Commerce,48,C,Sinhala_Lit,42,C,Media,81,A,497,55.22,B
STU1618,53,C,87,A,68,B,54,C,88,A,53,C,Commerce,50,C,Drama,69,B,ICT,69,B,591,65.67,B
STU1619,31,F,50,C,2,F,91,A,24,F,17,F,Agriculture,47,C,Sinhala_Lit,93,A,ICT,79,A,434,48.22,C
STU1620,46,C,97,A,66,B,66,B,81,A,71,B,Agriculture,37,C,Sinhala_Lit,9,F,Health,77,A,550,61.11,B
STU1621,59,B,79,A,78,A,22,F,65,B,38,C,Commerce,48,C,Drama,39,C,Home_Science,69,B,497,55.22,B
STU1622,47,C,76,A,92,A,71,B,65,B,20,F,Agriculture,55,B,English_Lit,79,A,Media,70,B,575,63.89,B
STU1623,49,C,76,A,89,A,36,C,7,F,90,A,Agriculture,61,B,Art,96,A,ICT,97,A,601,66.78,B
STU1624,70,B,80,A,41,C,17,F,85,A,99,A,Agriculture,50,C,Music,14,F,Health,82,A,538,59.78,B
STU1625,99,A,92,A,64,B,66,B,37,C,14,F,Commerce,98,A,Music,91,A,ICT,65,B,626,69.56,B
STU1626,59,B,37,C,83,A,58,B,91,A,57,B,Agriculture,5,F,Music,92,A,Home_Science,99,A,581,64.56,B
STU1627,70,B,66,B,71,B,57,B,42,C,52,C,Agriculture,49,C,Sinhala_Lit,44,C,Media,35,C,486,54,C
STU1628,1,F,68,B,100,A,80,A,39,C,43,C,Commerce,50,C,Sinhala_Lit,56,B,Health,60,B,497,55.22,B
STU1629,77,A,67,B,48,C,92,A,62,B,68,B,Commerce,61,B,Art,63,B,Health,85,A,623,69.22,B
STU1630,87,A,52,C,4,F,48,C,43,C,75,A,Agriculture,50,C,Drama,36,C,Media,43,C,438,48.67,C
STU1631,80,A,27,F,42,C,1,F,41,C,95,A,Commerce,72,B,Sinhala_Lit,77,A,ICT,56,B,491,54.56,C
STU1632,91,A,54,C,42,C,66,B,40,C,95,A,Commerce,87,A,Art,100,A,Health,62,B,637,70.78,B
STU1633,53,C,79,A,71,B,87,A,80,A,79,A,Agriculture,40,C,English_Lit,40,C,ICT,52,C,581,64.56,B
STU1634,64,B,70,B,40,C,63,B,85,A,45,C,Agriculture,35,C,Art,64,B,Home_Science,67,B,533,59.22,B
STU1635,58,B,85,A,58,B,98,A,86,A,62,B,Commerce,43,C,Dance,55,B,Home_Science,58,B,603,67,B
STU1636,98,A,60,B,55,B,43,C,41,C,94,A,Agriculture,57,B,Music,41,C,ICT,55,B,544,60.44,B
STU1637,0,F,70,B,94,A,48,C,42,C,68,B,Agriculture,21,F,Music,46,C,Health,41,C,430,47.78,C
STU1638,55,B,54,C,66,B,98,A,96,A,86,A,Commerce,81,A,Sinhala_Lit,51,C,Home_Science,60,B,647,71.89,B
STU1639,35,C,20,F,97,A,87,A,73,B,52,C,Agriculture,91,A,Dance,7,F,Health,52,C,514,57.11,B
STU1640,73,B,55,B,32,F,55,B,71,B,74,B,Commerce,85,A,Drama,62,B,Media,62,B,569,63.22,B
STU1641,72,B,93,A,59,B,63,B,53,C,65,B,Agriculture,98,A,Sinhala_Lit,89,A,Health,98,A,690,76.67,A
STU1642,52,C,49,C,90,A,93,A,72,B,56,B,Commerce,67,B,Dance,18,F,Health,41,C,538,59.78,B
STU1643,97,A,72,B,72,B,84,A,83,A,51,C,Commerce,88,A,Art,68,B,Home_Science,74,B,689,76.56,A
STU1644,24,F,2,F,46,C,99,A,82,A,75,A,Agriculture,44,C,Drama,39,C,Health,54,C,465,51.67,C
STU1645,24,F,50,C,64,B,32,F,53,C,96,A,Agriculture,88,A,Music,63,B,Home_Science,67,B,537,59.67,B
STU1646,72,B,91,A,12,F,60,B,60,B,64,B,Commerce,53,C,Drama,87,A,Health,87,A,586,65.11,B
STU1647,100,A,58,B,65,B,49,C,78,A,68,B,Agriculture,54,C,Drama,60,B,Health,79,A,611,67.89,B
STU1648,91,A,37,C,55,B,52,C,89,A,88,A,Agriculture,95,A,Sinhala_Lit,52,C,Health,47,C,606,67.33,B
STU1649,89,A,73,B,81,A,41,C,57,B,55,B,Commerce,71,B,Sinhala_Lit,1,F,Media,47,C,515,57.22,B
STU1650,37,C,91,A,3,F,46,C,76,A,98,A,Commerce,100,A,Dance,62,B,Health,88,A,601,66.78,B
STU1651,36,C,50,C,62,B,61,B,8,F,62,B,Agriculture,63,B,Dance,15,F,Media,49,C,406,45.11,C
STU1652,73,B,67,B,30,F,56,B,96,A,37,C,Agriculture,64,B,Sinhala_Lit,83,A,Media,49,C,555,61.67,B
STU1653,71,B,64,B,95,A,20,F,94,A,17,F,Commerce,56,B,Sinhala_Lit,60,B,ICT,55,B,532,59.11,B
STU1654,40,C,83,A,87,A,85,A,67,B,59,B,Agriculture,95,A,English_Lit,59,B,Media,89,A,664,73.78,B
STU1655,56,B,44,C,87,A,54,C,78,A,60,B,Commerce,62,B,Drama,76,A,Health,83,A,600,66.67,B
STU1656,66,B,48,C,47,C,68,B,49,C,10,F,Agriculture,98,A,Music,51,C,Health,68,B,505,56.11,B
STU1657,57,B,73,B,53,C,93,A,72,B,71,B,Commerce,61,B,Music,56,B,Media,60,B,596,66.22,B
STU1658,93,A,96,A,23,F,45,C,73,B,57,B,Agriculture,17,F,Music,21,F,Media,45,C,470,52.22,C
STU1659,16,F,65,B,82,A,100,A,8,F,50,C,Agriculture,66,B,Music,67,B,Home_Science,60,B,514,57.11,B
STU1660,65,B,4,F,89,A,50,C,38,C,76,A,Agriculture,88,A,Art,57,B,Health,13,F,480,53.33,C
STU1661,64,B,4,F,81,A,71,B,51,C,67,B,Agriculture,95,A,Music,68,B,Media,51,C,552,61.33,B
STU1662,48,C,39,C,7,F,54,C,71,B,40,C,Agriculture,35,C,English_Lit,67,B,ICT,64,B,425,47.22,C
STU1663,71,B,10,F,65,B,53,C,50,C,88,A,Agriculture,64,B,Art,97,A,Health,98,A,596,66.22,B
STU1664,77,A,37,C,64,B,87,A,96,A,58,B,Commerce,96,A,Sinhala_Lit,70,B,Media,84,A,669,74.33,B
STU1665,100,A,95,A,45,C,53,C,48,C,36,C,Commerce,93,A,Drama,51,C,Media,37,C,558,62,B
STU1666,90,A,40,C,74,B,97,A,97,A,79,A,Commerce,71,B,Dance,60,B,Media,12,F,620,68.89,B
STU1667,62,B,67,B,37,C,57,B,4,F,66,B,Agriculture,58,B,Art,85,A,ICT,71,B,507,56.33,B
STU1668,65,B,49,C,56,B,57,B,84,A,78,A,Agriculture,81,A,Drama,57,B,Media,60,B,587,65.22,B
STU1669,35,C,68,B,78,A,61,B,74,B,2,F,Agriculture,70,B,Dance,83,A,Home_Science,77,A,548,60.89,B
STU1670,60,B,84,A,64,B,83,A,58,B,74,B,Commerce,73,B,Art,90,A,ICT,68,B,654,72.67,B
STU1671,80,A,28,F,11,F,37,C,76,A,51,C,Agriculture,35,C,Dance,95,A,ICT,98,A,511,56.78,B
STU1672,63,B,82,A,43,C,40,C,50,C,94,A,Commerce,27,F,Art,75,A,ICT,96,A,570,63.33,B
STU1673,89,A,72,B,73,B,47,C,55,B,39,C,Commerce,58,B,Sinhala_Lit,50,C,Home_Science,68,B,551,61.22,B
STU1674,84,A,88,A,46,C,94,A,67,B,71,B,Agriculture,63,B,Art,74,B,Home_Science,97,A,684,76,A
STU1675,34,F,62,B,94,A,43,C,74,B,60,B,Agriculture,37,C,Dance,28,F,Health,71,B,503,55.89,B
STU1676,64,B,87,A,81,A,89,A,75,A,37,C,Agriculture,44,C,Dance,70,B,Home_Science,14,F,561,62.33,B
STU1677,95,A,73,B,53,C,100,A,14,F,30,F,Commerce,54,C,Sinhala_Lit,96,A,Health,77,A,592,65.78,B
STU1678,84,A,76,A,79,A,73,B,37,C,46,C,Agriculture,82,A,Dance,65,B,Media,57,B,599,66.56,B
STU1679,46,C,36,C,51,C,76,A,50,C,69,B,Agriculture,73,B,Drama,41,C,Health,100,A,542,60.22,B
STU1680,42,C,41,C,58,B,84,A,70,B,58,B,Agriculture,97,A,Music,55,B,Health,96,A,601,66.78,B
STU1681,70,B,47,C,52,C,86,A,73,B,47,C,Agriculture,49,C,Art,62,B,ICT,65,B,551,61.22,B
STU1682,87,A,87,A,39,C,60,B,50,C,70,B,Agriculture,71,B,English_Lit,44,C,Home_Science,95,A,603,67,B
STU1683,37,C,48,C,64,B,92,A,40,C,52,C,Agriculture,52,C,Music,100,A,Health,81,A,566,62.89,B
STU1684,62,B,58,B,59,B,68,B,51,C,56,B,Agriculture,48,C,Art,68,B,Media,100,A,570,63.33,B
STU1685,51,C,70,B,96,A,40,C,57,B,52,C,Commerce,45,C,Music,63,B,Health,59,B,533,59.22,B
STU1686,40,C,57,B,31,F,67,B,58,B,53,C,Commerce,76,A,Art,53,C,Media,79,A,514,57.11,B
STU1687,46,C,31,F,68,B,27,F,98,A,80,A,Agriculture,60,B,Music,77,A,Home_Science,38,C,525,58.33,B
STU1688,79,A,62,B,59,B,61,B,37,C,36,C,Commerce,67,B,English_Lit,67,B,Health,75,A,543,60.33,B
STU1689,62,B,74,B,59,B,82,A,38,C,99,A,Commerce,63,B,Drama,95,A,ICT,3,F,575,63.89,B
STU1690,44,C,96,A,79,A,52,C,64,B,70,B,Agriculture,94,A,Drama,82,A,Home_Science,44,C,625,69.44,B
STU1691,70,B,2,F,69,B,58,B,36,C,80,A,Commerce,45,C,Drama,65,B,Home_Science,39,C,464,51.56,C
STU1692,72,B,48,C,43,C,67,B,56,B,67,B,Agriculture,54,C,Music,70,B,ICT,46,C,523,58.11,B
STU1693,97,A,64,B,52,C,62,B,67,B,68,B,Agriculture,5,F,English_Lit,62,B,Home_Science,72,B,549,61,B
STU1694,40,C,19,F,43,C,70,B,55,B,66,B,Agriculture,78,A,Art,72,B,ICT,94,A,537,59.67,B
STU1695,80,A,51,C,81,A,55,B,68,B,83,A,Commerce,34,F,Art,100,A,Media,61,B,613,68.11,B
STU1696,83,A,54,C,36,C,72,B,37,C,43,C,Agriculture,55,B,Sinhala_Lit,98,A,Health,25,F,503,55.89,B
STU1697,93,A,93,A,45,C,58,B,88,A,87,A,Commerce,68,B,Drama,96,A,ICT,87,A,715,79.44,A
STU1698,96,A,86,A,68,B,49,C,46,C,69,B,Commerce,63,B,Art,64,B,Home_Science,33,F,574,63.78,B
STU1699,62,B,38,C,1,F,56,B,75,A,52,C,Commerce,50,C,Art,88,A,Health,67,B,489,54.33,C
STU1700,68,B,53,C,90,A,35,C,98,A,76,A,Agriculture,92,A,English_Lit,40,C,ICT,46,C,598,66.44,B
STU1701,64,B,57,B,89,A,68,B,41,C,86,A,Commerce,97,A,English_Lit,45,C,Media,57,B,604,67.11,B
STU1702,57,B,72,B,69,B,74,B,60,B,54,C,Commerce,37,C,English_Lit,40,C,ICT,70,B,533,59.22,B
STU1703,74,B,96,A,44,C,98,A,51,C,68,B,Agriculture,71,B,English_Lit,86,A,Home_Science,94,A,682,75.78,A
STU1704,75,A,96,A,56,B,82,A,76,A,25,F,Agriculture,50,C,Music,69,B,Home_Science,49,C,578,64.22,B
STU1705,15,F,59,B,58,B,19,F,88,A,25,F,Agriculture,65,B,Art,18,F,ICT,48,C,395,43.89,C
STU1706,70,B,56,B,81,A,44,C,24,F,85,A,Commerce,74,B,Sinhala_Lit,63,B,ICT,71,B,568,63.11,B
STU1707,55,B,23,F,77,A,91,A,74,B,71,B,Agriculture,37,C,Dance,71,B,ICT,18,F,517,57.44,B
STU1708,81,A,64,B,98,A,43,C,100,A,15,F,Agriculture,56,B,English_Lit,36,C,Media,74,B,567,63,B
STU1709,89,A,3,F,50,C,14,F,56,B,65,B,Commerce,42,C,English_Lit,44,C,ICT,100,A,463,51.44,C
STU1710,24,F,25,F,36,C,87,A,69,B,81,A,Commerce,63,B,Drama,62,B,Home_Science,64,B,511,56.78,B
STU1711,40,C,86,A,13,F,99,A,71,B,95,A,Commerce,60,B,Dance,51,C,Health,58,B,573,63.67,B
STU1712,79,A,36,C,44,C,80,A,72,B,68,B,Agriculture,9,F,Art,48,C,Health,97,A,533,59.22,B
STU1713,58,B,36,C,80,A,63,B,56,B,70,B,Agriculture,69,B,English_Lit,74,B,Media,72,B,578,64.22,B
STU1714,75,A,42,C,45,C,99,A,96,A,43,C,Commerce,14,F,Dance,49,C,Media,83,A,546,60.67,B
STU1715,74,B,94,A,38,C,100,A,36,C,22,F,Commerce,75,A,Music,73,B,Home_Science,45,C,557,61.89,B
STU1716,49,C,85,A,59,B,79,A,35,C,84,A,Agriculture,93,A,English_Lit,100,A,Health,58,B,642,71.33,B
STU1717,74,B,68,B,93,A,11,F,43,C,16,F,Agriculture,6,F,Dance,78,A,Home_Science,62,B,451,50.11,C
STU1718,66,B,88,A,60,B,55,B,88,A,55,B,Commerce,100,A,Sinhala_Lit,98,A,Health,85,A,695,77.22,A
STU1719,10,F,42,C,91,A,73,B,69,B,69,B,Commerce,40,C,Art,77,A,Health,55,B,526,58.44,B
STU1720,74,B,87,A,37,C,75,A,77,A,80,A,Commerce,72,B,Sinhala_Lit,62,B,Home_Science,1,F,565,62.78,B
